年度,通期
2023/12,https://irbank.net/E30998/
2022/12,https://irbank.net/E30998/081220230214510822/pl
2021/12,https://irbank.net/E30998/081220220218592806/pl
2020/12,https://irbank.net/E30998/081220210209459770/pl
2019/12,https://irbank.net/E30998/081220200210461091/pl
2018/12,https://irbank.net/E30998/081220190218478838/pl
2017/12,https://irbank.net/E30998/081220180207466148/pl
2016/12,https://irbank.net/E30998/081220170207492260/pl
2015/12,https://irbank.net/E30998/081220160204406002/pl
2014/12,https://irbank.net/E30998/081220150205020283/pl
