年度,通期
2023/12,https://irbank.net/E02978/
2022/12,https://irbank.net/E02978/081220230213509138/pl
2021/12,https://irbank.net/E02978/081220220214590222/pl
2020/12,https://irbank.net/E02978/081220210224468818/pl
2019/12,https://irbank.net/E02978/081220200318481390/pl
2018/12,https://irbank.net/E02978/081220190218478995/pl
2017/12,https://irbank.net/E02978/081220180119453102/pl
2016/12,https://irbank.net/E02978/081220170216401191/pl
2016/09,https://irbank.net/E02978/081220160204405899/pl
2015/09,https://irbank.net/E02978/081220141209091297/pl
2014/09,https://irbank.net/E02978/081220131101050677/pl
2013/09,https://irbank.net/E02978/081220131101050677/pl
