年度,通期
2024/01,https://irbank.net/E02665/
2023/01,https://irbank.net/E02665/081220230310528427/pl
2022/01,https://irbank.net/E02665/081220210303472953/pl
2021/01,https://irbank.net/E02665/081220200319481716/pl
2020/01,https://irbank.net/E02665/081220190305486000/pl
2019/01,https://irbank.net/E02665/081220180402402933/pl
2018/01,https://irbank.net/E02665/081220170302411132/pl
2017/01,https://irbank.net/E02665/081220160302426361/pl
2016/01,https://irbank.net/E02665/081220150303403270/pl
2015/01,https://irbank.net/E02665/081220140402032034/pl
2014/01,https://irbank.net/E02665/081220140305015828/pl
