年度,通期
2023/12,https://irbank.net/E00883/
2022/12,https://irbank.net/E00883/081220230202599209/pl
2021/12,https://irbank.net/E00883/081220220202578242/pl
2020/12,https://irbank.net/E00883/081220210203454348/pl
2019/12,https://irbank.net/E00883/081220200203456459/pl
2018/12,https://irbank.net/E00883/
2017/12,https://irbank.net/E00883/
2016/12,https://irbank.net/E00883/
2015/12,https://irbank.net/E00883/081220160203403856/pl
2014/12,https://irbank.net/E00883/081220150122009233/pl
2013/12,https://irbank.net/E00883/081220140129094804/pl
2012/12,https://irbank.net/E00883/081220131127065369/pl
