年度,通期
2023/08,https://irbank.net/E03217/
2022/08,https://irbank.net/E03217/081220221010542310/pl
2021/08,https://irbank.net/E03217/081220211013410587/pl
2020/08,https://irbank.net/E03217/081220201014403836/pl
2019/08,https://irbank.net/E03217/081220191009406396/pl
2018/08,https://irbank.net/E03217/081220181010415912/pl
2017/08,https://irbank.net/E03217/081220171011488048/pl
2016/08,https://irbank.net/E03217/081220161012411246/pl
2015/08,https://irbank.net/E03217/081220151007410921/pl
2014/08,https://irbank.net/E03217/081220140924048346/pl
2013/08,https://irbank.net/E03217/081220130910021882/pl
