年度,通期
2023/12,https://irbank.net/E01725/
2022/12,https://irbank.net/E01725/081220230209505280/pl
2021/12,https://irbank.net/E01725/081220220210587027/pl
2020/12,https://irbank.net/E01725/081220210208457737/pl
2019/12,https://irbank.net/E01725/081220200131455370/pl
2018/12,https://irbank.net/E01725/081220190205470100/pl
2017/12,https://irbank.net/E01725/081220171219438759/pl
2016/12,https://irbank.net/E01725/081220170131486467/pl
2015/12,https://irbank.net/E01725/081220160206407446/pl
2014/12,https://irbank.net/E01725/081220150128013031/pl
2013/12,https://irbank.net/E01725/081220140213006231/pl
