年度,通期
2023/09,https://irbank.net/E05476/
2022/09,https://irbank.net/E05476/081220221114565870/pl
2021/09,https://irbank.net/E05476/081220211111431705/pl
2020/09,https://irbank.net/E05476/081220201111421263/pl
2019/09,https://irbank.net/E05476/081220191112424979/pl
2018/09,https://irbank.net/E05476/081220181112435360/pl
2017/09,https://irbank.net/E05476/081220171102407322/pl
2016/09,https://irbank.net/E05476/081220161104430922/pl
2015/09,https://irbank.net/E05476/081220151008412213/pl
2014/09,https://irbank.net/E05476/081220141020061115/pl
2013/09,https://irbank.net/E05476/081220131007033818/pl
