年度,通期
2023/12,https://irbank.net/E00816/
2022/12,https://irbank.net/E00816/081220230206501078/pl
2021/12,https://irbank.net/E00816/081220220201577019/pl
2020/12,https://irbank.net/E00816/081220210202453625/pl
2019/12,https://irbank.net/E00816/081220200204457246/pl
2018/12,https://irbank.net/E00816/
2017/12,https://irbank.net/E00816/
2016/12,https://irbank.net/E00816/081220170130485539/pl
2015/12,https://irbank.net/E00816/081220160128498420/pl
2014/12,https://irbank.net/E00816/081220150129014174/pl
2013/12,https://irbank.net/E00816/081220140130096001/pl
