年度,通期
2024/02,https://irbank.net/E03393/
2023/02,https://irbank.net/E03393/081220230405542879/pl
2022/02,https://irbank.net/E03393/081220220409518979/pl
2021/02,https://irbank.net/E03393/081220210412493027/pl
2020/02,https://irbank.net/E03393/081220200413492866/pl
2019/02,https://irbank.net/E03393/081220190409402137/pl
2018/02,https://irbank.net/E03393/081220180412410379/pl
2016/12,https://irbank.net/E03393/081220170130485362/pl
2015/12,https://irbank.net/E03393/081220160127497143/pl
2014/12,https://irbank.net/E03393/081220150126011347/pl
2013/12,https://irbank.net/E03393/081220140129094597/pl
