年度,通期
2023/12,https://irbank.net/E01542/
2022/12,https://irbank.net/E01542/081220230209505747/pl
2021/12,https://irbank.net/E01542/081220220210587966/pl
2020/12,https://irbank.net/E01542/081220210210461839/pl
2019/12,https://irbank.net/E01542/081220200210461696/pl
2018/12,https://irbank.net/E01542/081220190212475543/pl
2017/12,https://irbank.net/E01542/081220180213471100/pl
2017/03,https://irbank.net/E01542/081220170508460585/pl
2016/03,https://irbank.net/E01542/081220160505475601/pl
2015/03,https://irbank.net/E01542/081220150505461666/pl
2014/03,https://irbank.net/E01542/081220140429048993/pl
