年度,通期
2023/12,https://irbank.net/E30091/
2022/12,https://irbank.net/E30091/081220230209505722/pl
2021/12,https://irbank.net/E30091/081220220208583874/pl
2020/12,https://irbank.net/E30091/081220210212463204/pl
2019/12,https://irbank.net/E30091/081220200214465404/pl
2018/12,https://irbank.net/E30091/
2017/12,https://irbank.net/E30091/
2016/12,https://irbank.net/E30091/
2015/12,https://irbank.net/E30091/
2014/12,https://irbank.net/E30091/081220150212024303/pl
2013/12,https://irbank.net/E30091/081220140214006627/pl
